year_quarter,hb,location,specialty,specialty_name,all_staffed_beddays,total_occupied_beddays,average_available_staffed_beds,average_occupied_beds,percentage_occupancy,hb_name,country.x,shb_name,country.y
2021 Q3,S08000019,V217H,NA,Surgery Grouping,9823,7862,106.7717391,85.45652174,80.03664868,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,S08000019,NA,Surgery Grouping,9864,7903,107.2173913,85.90217391,80.11962693,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,V217H,NA,Surgery Grouping,10839,9322,117.8152174,101.326087,86.00424393,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,S08000019,NA,Surgery Grouping,10960,9443,119.1304348,102.6413043,86.15875912,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,3371,3121,36.64130435,33.92391304,92.58380303,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,3384,3134,36.7826087,34.06521739,92.61229314,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,3355,2960,37.27777778,32.88888889,88.22652757,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,3355,2960,37.27777778,32.88888889,88.22652757,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,3565,3334,39.17582418,36.63736264,93.52033661,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,3599,3368,39.54945055,37.01098901,93.58155043,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,3732,3299,40.56521739,35.85869565,88.39764202,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,3841,3408,41.75,37.04347826,88.72689404,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,4022,3787,43.7173913,41.16304348,94.15713575,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,4022,3787,43.7173913,41.16304348,94.15713575,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,3901,3652,43.34444444,40.57777778,93.61702128,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,3904,3655,43.37777778,40.61111111,93.62192623,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,4788,4264,52.61538462,46.85714286,89.05597327,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,4788,4264,52.61538462,46.85714286,89.05597327,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,5469,5229,59.44565217,56.83695652,95.61162918,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,5469,5229,59.44565217,56.83695652,95.61162918,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,4433,4181,48.18478261,45.44565217,94.31536206,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,4465,4213,48.5326087,45.79347826,94.35610302,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,3728,3455,41.42222222,38.38888889,92.67703863,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,3734,3461,41.48888889,38.45555556,92.68880557,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,4899,3657,53.83516484,40.18681319,74.64788732,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,4903,3661,53.87912088,40.23076923,74.66857026,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,5423,3806,58.94565217,41.36956522,70.18255578,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,5433,3816,59.05434783,41.47826087,70.23743788,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,5229,3684,56.83695652,40.04347826,70.45324154,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,5235,3690,56.90217391,40.10869565,70.48710602,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,5240,3580,57.58241758,39.34065934,68.32061069,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,5295,3635,58.18681319,39.94505495,68.6496695,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,4028,2009,44.26373626,22.07692308,49.87586892,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,4057,2038,44.58241758,22.3956044,50.23416317,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,4776,3008,51.91304348,32.69565217,62.98157454,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,4892,3124,53.17391304,33.95652174,63.85936222,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,4719,3263,51.29347826,35.4673913,69.14600551,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,5128,3672,55.73913043,39.91304348,71.60686427,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,3712,3035,41.24444444,33.72222222,81.76185345,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,3957,3280,43.96666667,36.44444444,82.8910791,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,4384,3487,48.17582418,38.31868132,79.53923358,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,4400,3503,48.35164835,38.49450549,79.61363636,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,2890,2436,31.41304348,26.47826087,84.29065744,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,2905,2451,31.57608696,26.64130435,84.37177281,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,V217H,C8,Trauma and Orthopaedic Surgery,4334,4062,47.10869565,44.15217391,93.72404246,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,S08000019,C8,Trauma and Orthopaedic Surgery,4415,4143,47.98913043,45.0326087,93.8391846,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,V217H,CB,Urology,937,872,10.18478261,9.47826087,93.06296692,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,S08000019,CB,Urology,937,872,10.18478261,9.47826087,93.06296692,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,V217H,CB,Urology,1083,981,12.03333333,10.9,90.58171745,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,S08000019,CB,Urology,1083,981,12.03333333,10.9,90.58171745,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,V217H,CB,Urology,948,788,10.41758242,8.659340659,83.12236287,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,S08000019,CB,Urology,948,788,10.41758242,8.659340659,83.12236287,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,V217H,CB,Urology,954,764,10.36956522,8.304347826,80.08385744,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,S08000019,CB,Urology,954,764,10.36956522,8.304347826,80.08385744,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,V217H,CB,Urology,976,883,10.60869565,9.597826087,90.47131148,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,S08000019,CB,Urology,976,883,10.60869565,9.597826087,90.47131148,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,V217H,CB,Urology,866,781,9.622222222,8.677777778,90.18475751,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,S08000019,CB,Urology,866,781,9.622222222,8.677777778,90.18475751,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,V217H,CB,Urology,769,555,8.450549451,6.098901099,72.1716515,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,S08000019,CB,Urology,769,555,8.450549451,6.098901099,72.1716515,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,V217H,CB,Urology,732,639,7.956521739,6.945652174,87.29508197,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,S08000019,CB,Urology,748,655,8.130434783,7.119565217,87.56684492,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,V217H,CB,Urology,923,845,10.0326087,9.184782609,91.54929577,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,S08000019,CB,Urology,923,845,10.0326087,9.184782609,91.54929577,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,V217H,CB,Urology,865,749,9.611111111,8.322222222,86.58959538,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,S08000019,CB,Urology,865,749,9.611111111,8.322222222,86.58959538,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,V217H,CB,Urology,1361,829,14.95604396,9.10989011,60.91109478,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,S08000019,CB,Urology,1361,829,14.95604396,9.10989011,60.91109478,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,V217H,CB,Urology,1801,987,19.57608696,10.72826087,54.80288728,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,S08000019,CB,Urology,1806,992,19.63043478,10.7826087,54.92801772,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,V217H,CB,Urology,1741,789,18.92391304,8.576086957,45.31878231,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,S08000019,CB,Urology,1743,791,18.94565217,8.597826087,45.3815261,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,V217H,CB,Urology,1695,598,18.62637363,6.571428571,35.28023599,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,S08000019,CB,Urology,1695,598,18.62637363,6.571428571,35.28023599,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,V217H,CB,Urology,1636,358,17.97802198,3.934065934,21.88264059,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,S08000019,CB,Urology,1637,359,17.98901099,3.945054945,21.93036042,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,V217H,CB,Urology,589,443,6.402173913,4.815217391,75.21222411,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,S08000019,CB,Urology,664,518,7.217391304,5.630434783,78.01204819,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,V217H,CB,Urology,801,780,8.706521739,8.47826087,97.37827715,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,S08000019,CB,Urology,801,780,8.706521739,8.47826087,97.37827715,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,V217H,CB,Urology,783,757,8.7,8.411111111,96.67943806,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,S08000019,CB,Urology,798,772,8.866666667,8.577777778,96.74185464,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,V217H,CB,Urology,732,663,8.043956044,7.285714286,90.57377049,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,S08000019,CB,Urology,732,663,8.043956044,7.285714286,90.57377049,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,V217H,CB,Urology,657,596,7.141304348,6.47826087,90.71537291,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,S08000019,CB,Urology,657,596,7.141304348,6.47826087,90.71537291,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,V217H,CB,Urology,764,722,8.304347826,7.847826087,94.5026178,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,S08000019,CB,Urology,770,728,8.369565217,7.913043478,94.54545455,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,V217H,NA,Women and Newborn Grouping,3374,2588,36.67391304,28.13043478,76.70420865,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,S08000019,NA,Women and Newborn Grouping,3374,2588,36.67391304,28.13043478,76.70420865,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,V217H,NA,Women and Newborn Grouping,3448,2564,38.31111111,28.48888889,74.36194896,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,S08000019,NA,Women and Newborn Grouping,3448,2564,38.31111111,28.48888889,74.36194896,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,V217H,NA,Women and Newborn Grouping,3420,2658,37.58241758,29.20879121,77.71929825,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,S08000019,NA,Women and Newborn Grouping,3420,2658,37.58241758,29.20879121,77.71929825,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,V217H,NA,Women and Newborn Grouping,3473,2712,37.75,29.47826087,78.08810826,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,S08000019,NA,Women and Newborn Grouping,3477,2716,37.79347826,29.52173913,78.11331608,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,V217H,NA,Women and Newborn Grouping,3401,2589,36.9673913,28.14130435,76.12466921,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,S08000019,NA,Women and Newborn Grouping,3401,2589,36.9673913,28.14130435,76.12466921,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,V217H,NA,Women and Newborn Grouping,3422,2593,38.02222222,28.81111111,75.77440094,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,S08000019,NA,Women and Newborn Grouping,3422,2593,38.02222222,28.81111111,75.77440094,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,V217H,NA,Women and Newborn Grouping,3409,2742,37.46153846,30.13186813,80.43414491,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,S08000019,NA,Women and Newborn Grouping,3409,2742,37.46153846,30.13186813,80.43414491,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,V217H,NA,Women and Newborn Grouping,3281,2384,35.66304348,25.91304348,72.66077415,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,S08000019,NA,Women and Newborn Grouping,3281,2384,35.66304348,25.91304348,72.66077415,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,V217H,NA,Women and Newborn Grouping,3373,2658,36.66304348,28.89130435,78.80225319,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,S08000019,NA,Women and Newborn Grouping,3373,2658,36.66304348,28.89130435,78.80225319,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,V217H,NA,Women and Newborn Grouping,3272,2456,36.35555556,27.28888889,75.06112469,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,S08000019,NA,Women and Newborn Grouping,3272,2456,36.35555556,27.28888889,75.06112469,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,V217H,NA,Women and Newborn Grouping,4399,2444,48.34065934,26.85714286,55.55808138,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,S08000019,NA,Women and Newborn Grouping,4399,2444,48.34065934,26.85714286,55.55808138,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,V217H,NA,Women and Newborn Grouping,5012,2322,54.47826087,25.23913043,46.32881085,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,S08000019,NA,Women and Newborn Grouping,5012,2322,54.47826087,25.23913043,46.32881085,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,V217H,NA,Women and Newborn Grouping,4851,2073,52.72826087,22.5326087,42.73345702,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,S08000019,NA,Women and Newborn Grouping,4851,2073,52.72826087,22.5326087,42.73345702,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,V217H,NA,Women and Newborn Grouping,4843,2282,53.21978022,25.07692308,47.119554,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,S08000019,NA,Women and Newborn Grouping,4843,2282,53.21978022,25.07692308,47.119554,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,V217H,NA,Women and Newborn Grouping,5091,1771,55.94505495,19.46153846,34.78687881,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,S08000019,NA,Women and Newborn Grouping,5091,1771,55.94505495,19.46153846,34.78687881,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,V217H,NA,Women and Newborn Grouping,4861,2160,52.83695652,23.47826087,44.43530138,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,S08000019,NA,Women and Newborn Grouping,4861,2160,52.83695652,23.47826087,44.43530138,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,V217H,NA,Women and Newborn Grouping,4806,2069,52.23913043,22.48913043,43.05035372,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,S08000019,NA,Women and Newborn Grouping,4806,2069,52.23913043,22.48913043,43.05035372,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,V217H,NA,Women and Newborn Grouping,4656,2169,51.73333333,24.1,46.58505155,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,S08000019,NA,Women and Newborn Grouping,4656,2169,51.73333333,24.1,46.58505155,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,V217H,NA,Women and Newborn Grouping,4746,2161,52.15384615,23.74725275,45.53308049,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,S08000019,NA,Women and Newborn Grouping,4746,2161,52.15384615,23.74725275,45.53308049,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,V217H,NA,Women and Newborn Grouping,4730,2439,51.41304348,26.51086957,51.56448203,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,S08000019,NA,Women and Newborn Grouping,4730,2439,51.41304348,26.51086957,51.56448203,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,V217H,NA,Women and Newborn Grouping,4342,2435,47.19565217,26.4673913,56.0801474,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,S08000019,NA,Women and Newborn Grouping,4342,2435,47.19565217,26.4673913,56.0801474,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000020,N101H,C2,Accident & Emergency,336,336,3.652173913,3.652173913,100,NHS Grampian,S92000003,NA,NA
2016 Q4,S08000020,N411H,C2,Accident & Emergency,161,7,1.75,0.076086957,4.347826087,NHS Grampian,S92000003,NA,NA
2016 Q4,S08000020,S08000020,C2,Accident & Emergency,771,391,8.380434783,4.25,50.71335927,NHS Grampian,S92000003,NA,NA
2017 Q1,S08000020,N101H,C2,Accident & Emergency,322,322,3.577777778,3.577777778,100,NHS Grampian,S92000003,NA,NA
2017 Q1,S08000020,N411H,C2,Accident & Emergency,124,3,1.377777778,0.033333333,2.419354839,NHS Grampian,S92000003,NA,NA
2017 Q1,S08000020,S08000020,C2,Accident & Emergency,732,386,8.133333333,4.288888889,52.73224044,NHS Grampian,S92000003,NA,NA
2017 Q2,S08000020,N101H,C2,Accident & Emergency,327,327,3.593406593,3.593406593,100,NHS Grampian,S92000003,NA,NA
2017 Q2,S08000020,N411H,C2,Accident & Emergency,191,3,2.098901099,0.032967033,1.570680628,NHS Grampian,S92000003,NA,NA
2017 Q2,S08000020,S08000020,C2,Accident & Emergency,793,368,8.714285714,4.043956044,46.40605296,NHS Grampian,S92000003,NA,NA
2017 Q3,S08000020,N101H,C2,Accident & Emergency,341,341,3.706521739,3.706521739,100,NHS Grampian,S92000003,NA,NA
2017 Q3,S08000020,N411H,C2,Accident & Emergency,197,4,2.141304348,0.043478261,2.030456853,NHS Grampian,S92000003,NA,NA
2017 Q3,S08000020,S08000020,C2,Accident & Emergency,814,393,8.847826087,4.27173913,48.28009828,NHS Grampian,S92000003,NA,NA
2017 Q4,S08000020,N101H,C2,Accident & Emergency,330,330,3.586956522,3.586956522,100,NHS Grampian,S92000003,NA,NA
2017 Q4,S08000020,N411H,C2,Accident & Emergency,240,8,2.608695652,0.086956522,3.333333333,NHS Grampian,S92000003,NA,NA
2017 Q4,S08000020,S08000020,C2,Accident & Emergency,842,390,9.152173913,4.239130435,46.31828979,NHS Grampian,S92000003,NA,NA
2018 Q1,S08000020,N101H,C2,Accident & Emergency,302,302,3.355555556,3.355555556,100,NHS Grampian,S92000003,NA,NA
2018 Q1,S08000020,N411H,C2,Accident & Emergency,119,5,1.322222222,0.055555556,4.201680672,NHS Grampian,S92000003,NA,NA
2018 Q1,S08000020,S08000020,C2,Accident & Emergency,688,337,7.644444444,3.744444444,48.98255814,NHS Grampian,S92000003,NA,NA
2018 Q2,S08000020,N101H,C2,Accident & Emergency,308,308,3.384615385,3.384615385,100,NHS Grampian,S92000003,NA,NA
2018 Q2,S08000020,N411H,C2,Accident & Emergency,174,0,1.912087912,0,0,NHS Grampian,S92000003,NA,NA
2018 Q2,S08000020,S08000020,C2,Accident & Emergency,755,350,8.296703297,3.846153846,46.35761589,NHS Grampian,S92000003,NA,NA
2018 Q3,S08000020,N101H,C2,Accident & Emergency,319,319,3.467391304,3.467391304,100,NHS Grampian,S92000003,NA,NA
2018 Q3,S08000020,N411H,C2,Accident & Emergency,323,8,3.510869565,0.086956522,2.476780186,NHS Grampian,S92000003,NA,NA
2018 Q3,S08000020,S08000020,C2,Accident & Emergency,918,363,9.97826087,3.945652174,39.54248366,NHS Grampian,S92000003,NA,NA
2018 Q4,S08000020,N101H,C2,Accident & Emergency,276,276,3,3,100,NHS Grampian,S92000003,NA,NA
2018 Q4,S08000020,N411H,C2,Accident & Emergency,470,0,5.108695652,0,0,NHS Grampian,S92000003,NA,NA
2018 Q4,S08000020,S08000020,C2,Accident & Emergency,1012,310,11,3.369565217,30.63241107,NHS Grampian,S92000003,NA,NA
2019 Q1,S08000020,N101H,C2,Accident & Emergency,312,312,3.466666667,3.466666667,100,NHS Grampian,S92000003,NA,NA
2019 Q1,S08000020,N411H,C2,Accident & Emergency,728,2,8.088888889,0.022222222,0.274725275,NHS Grampian,S92000003,NA,NA
2019 Q1,S08000020,S08000020,C2,Accident & Emergency,1302,342,14.46666667,3.8,26.26728111,NHS Grampian,S92000003,NA,NA
2019 Q2,S08000020,N101H,C2,Accident & Emergency,278,278,3.054945055,3.054945055,100,NHS Grampian,S92000003,NA,NA
2019 Q2,S08000020,N411H,C2,Accident & Emergency,759,38,8.340659341,0.417582418,5.006587615,NHS Grampian,S92000003,NA,NA
2019 Q2,S08000020,S08000020,C2,Accident & Emergency,1310,359,14.3956044,3.945054945,27.40458015,NHS Grampian,S92000003,NA,NA
2019 Q3,S08000020,N101H,C2,Accident & Emergency,320,320,3.47826087,3.47826087,100,NHS Grampian,S92000003,NA,NA
2019 Q3,S08000020,N411H,C2,Accident & Emergency,757,38,8.22826087,0.413043478,5.019815059,NHS Grampian,S92000003,NA,NA
2019 Q3,S08000020,S08000020,C2,Accident & Emergency,1350,399,14.67391304,4.336956522,29.55555556,NHS Grampian,S92000003,NA,NA
2019 Q4,S08000020,N101H,C2,Accident & Emergency,710,275,7.717391304,2.989130435,38.73239437,NHS Grampian,S92000003,NA,NA
2019 Q4,S08000020,N411H,C2,Accident & Emergency,533,89,5.793478261,0.967391304,16.69793621,NHS Grampian,S92000003,NA,NA
2019 Q4,S08000020,S08000020,C2,Accident & Emergency,1495,395,16.25,4.293478261,26.42140468,NHS Grampian,S92000003,NA,NA
2020 Q1,S08000020,N101H,C2,Accident & Emergency,855,280,9.395604396,3.076923077,32.74853801,NHS Grampian,S92000003,NA,NA
2020 Q1,S08000020,N411H,C2,Accident & Emergency,595,81,6.538461538,0.89010989,13.61344538,NHS Grampian,S92000003,NA,NA
